page_key,url,block_type,order,title,content
생각놀이터,https://www.sciencecenter.go.kr/csc/exhibition-hall/permanent,text,0,,상설전시관
생각놀이터,https://www.sciencecenter.go.kr/csc/exhibition-hall/permanent,text,1,,천체투영관
생각놀이터,https://www.sciencecenter.go.kr/csc/exhibition-hall/permanent,text,2,,천체관측소
생각놀이터,https://www.sciencecenter.go.kr/csc/exhibition-hall/permanent,text,3,,메타버스 과학관
생각놀이터,https://www.sciencecenter.go.kr/csc/exhibition-hall/permanent,text,4,생각놀이터,준비중입니다.
생각놀이터,https://www.sciencecenter.go.kr/csc/exhibition-hall/permanent,text,5,생각놀이터,목록
생각놀이터,https://www.sciencecenter.go.kr/csc/exhibition-hall/permanent,text,6,생각놀이터,TOP
